cat_id,age,gender,size,breed,user_id,rating
46742696,Baby,Male,Medium,Domestic Short Hair,8612,3.31
46747743,Young,Female,Small,Domestic Short Hair,9950,4.73
46723342,Baby,Male,Small,Domestic Short Hair,4908,3.12
46735908,Baby,Male,Medium,Domestic Short Hair,3808,3.43
46743056,Adult,Female,Medium,Domestic Short Hair,11111,4.24
46738774,Baby,Female,Medium,Domestic Short Hair,13778,4.29
46724971,Adult,Male,Medium,Domestic Short Hair,5087,2.03
46749479,Young,Female,Small,Domestic Short Hair,3263,3.89
46733254,Baby,Female,Small,Domestic Short Hair,9072,3.01
46723208,Baby,Male,Small,Domestic Short Hair,12070,2.79
46744526,Baby,Male,Medium,Domestic Short Hair,14652,3.63
46750606,Baby,Female,Small,Domestic Short Hair,2962,4.12
46743978,Young,Female,Medium,Domestic Short Hair,4939,1.5
46733773,Young,Male,Medium,Domestic Short Hair,14886,1.13
46726771,Adult,Female,Medium,Domestic Short Hair,13092,4.39
46734346,Adult,Female,Medium,Domestic Short Hair,14895,3.51
46745465,Baby,Female,Medium,Domestic Short Hair,8911,3.18
46750829,Baby,Female,Large,Domestic Short Hair,11927,2.23
46721686,Adult,Female,Medium,Domestic Short Hair,428,1.97
46743201,Baby,Male,Small,Domestic Short Hair,3976,3.25
46729376,Baby,Male,Small,Domestic Short Hair,3198,3.17
46730781,Baby,Male,Small,Domestic Short Hair,8190,3.81
46740123,Baby,Female,Small,Domestic Short Hair,11714,4.33
46750845,Adult,Female,Medium,Domestic Short Hair,445,3.32
46750468,Baby,Female,Small,Domestic Short Hair,14764,3.3
46748030,Adult,Female,Small,Domestic Short Hair,13365,5.0
46740348,Baby,Male,Small,Domestic Short Hair,10120,3.88
46744396,Senior,Female,Medium,Domestic Short Hair,11205,4.17
46736499,Senior,Female,Small,Domestic Short Hair,8041,3.37
46735241,Baby,Male,Small,Domestic Short Hair,8358,4.27
46739734,Baby,Male,Small,Domestic Short Hair,10465,3.98
46734157,Young,Male,Medium,Domestic Short Hair,111,4.01
46743627,Baby,Female,Medium,Domestic Short Hair,8646,4.11
46744307,Young,Female,Small,Domestic Short Hair,1920,3.74
46725329,Baby,Female,Medium,Domestic Short Hair,4317,3.4
46737453,Adult,Female,Medium,Domestic Short Hair,3872,2.69
46750081,Young,Male,Medium,Domestic Short Hair,9734,4.15
46745971,Adult,Male,Medium,Domestic Short Hair,7227,2.31
46735952,Baby,Female,Medium,Domestic Short Hair,8369,2.44
46731397,Adult,Male,Small,Domestic Short Hair,4623,2.36
46735126,Baby,Female,Medium,Domestic Short Hair,6497,4.79
46732995,Baby,Female,Small,Domestic Short Hair,9301,3.33
46724972,Adult,Female,Medium,Domestic Short Hair,1465,1.46
46734804,Young,Male,Medium,Domestic Short Hair,14260,3.24
46746152,Baby,Male,Small,Domestic Short Hair,12568,3.45
46750047,Baby,Male,Small,Domestic Short Hair,14296,4.85
46750527,Adult,Female,Medium,Domestic Short Hair,953,2.9
46737109,Young,Female,Medium,Domestic Short Hair,3938,1.39
46737505,Young,Female,Small,Domestic Short Hair,675,3.21
46746524,Baby,Male,Small,Domestic Short Hair,13769,2.53
46725957,Baby,Female,Medium,Domestic Short Hair,5670,4.16
46728369,Young,Male,Small,Domestic Short Hair,728,2.57
46747530,Adult,Female,Medium,Domestic Short Hair,4024,4.43
46741179,Young,Male,Medium,Domestic Short Hair,12278,3.51
46749464,Young,Female,Small,Domestic Short Hair,5279,4.26
46725559,Young,Male,Small,Domestic Short Hair,14527,3.5
46727859,Baby,Male,Medium,Domestic Short Hair,3217,2.41
46743634,Adult,Female,Small,Domestic Short Hair,13335,3.17
46744217,Adult,Male,Large,Domestic Short Hair,10979,2.72
46736580,Adult,Male,Medium,Domestic Short Hair,7315,3.75
46745630,Young,Female,Small,Domestic Short Hair,13269,3.33
46726314,Adult,Male,Medium,Domestic Short Hair,4596,2.87
46724583,Baby,Female,Medium,Domestic Short Hair,6246,1.98
46739451,Baby,Male,Small,Domestic Short Hair,2064,3.38
46733047,Baby,Female,Small,Domestic Short Hair,13484,3.45
46750744,Young,Male,Medium,Domestic Short Hair,1384,4.72
46734398,Adult,Female,Medium,Domestic Short Hair,7721,5.0
46741493,Adult,Male,Small,Domestic Short Hair,7580,2.7
46744549,Young,Male,Medium,Domestic Short Hair,9605,3.23
46744341,Young,Female,Medium,Domestic Short Hair,9716,4.18
46723710,Baby,Male,Large,Domestic Short Hair,258,2.74
46748519,Baby,Male,Medium,Domestic Short Hair,913,1.79
46747130,Baby,Female,Medium,Domestic Short Hair,11607,4.04
46749898,Baby,Male,Small,Domestic Short Hair,6448,4.18
46725069,Adult,Female,Medium,Domestic Short Hair,13872,4.03
46735314,Young,Female,Medium,Domestic Short Hair,7754,4.25
46745290,Baby,Female,Medium,Domestic Short Hair,14455,2.59
46742286,Adult,Male,Medium,Domestic Short Hair,2452,2.41
46739799,Baby,Male,Small,Domestic Short Hair,9431,4.27
46733770,Baby,Male,Medium,Domestic Short Hair,3007,3.4
46735179,Adult,Female,Small,Domestic Short Hair,1684,4.26
46728875,Young,Male,Medium,Domestic Short Hair,12846,4.25
46726978,Baby,Female,Small,Domestic Short Hair,2459,3.63
46745608,Baby,Male,Small,Domestic Short Hair,3543,3.71
46736145,Senior,Male,Medium,Domestic Short Hair,1416,3.05
46746991,Baby,Female,Small,Domestic Short Hair,5036,3.62
46724302,Young,Female,Small,Domestic Short Hair,11507,4.52
46746642,Adult,Female,Small,Domestic Short Hair,6083,3.22
46750097,Adult,Female,Small,Domestic Short Hair,4891,2.95
46746064,Baby,Male,Small,Domestic Short Hair,12975,2.13
46740215,Adult,Female,Small,Domestic Short Hair,194,3.1
46734707,Baby,Female,Small,Domestic Short Hair,13148,3.99
46739836,Young,Female,Small,Domestic Short Hair,8542,3.57
46741320,Adult,Female,Medium,Domestic Short Hair,4713,3.67
46729688,Baby,Female,Small,Domestic Short Hair,10735,5.0
46730078,Young,Male,Medium,Domestic Short Hair,8801,4.16
46725807,Young,Male,Medium,Domestic Short Hair,1839,3.04
46731165,Young,Female,Small,Domestic Short Hair,11207,4.33
46747875,Young,Female,Medium,Domestic Short Hair,2492,2.52
46750711,Young,Female,Medium,Domestic Short Hair,14568,4.51
46749510,Adult,Male,Medium,Domestic Short Hair,10514,5.0
46748223,Baby,Male,Medium,Domestic Short Hair,7832,4.58
46729334,Baby,Female,Small,Domestic Short Hair,11148,2.59
46749204,Young,Male,Medium,Domestic Short Hair,1862,2.81
46736395,Adult,Female,Medium,Domestic Short Hair,4474,5.0
46735076,Adult,Female,Medium,Domestic Short Hair,8344,3.43
46728774,Baby,Male,Medium,Domestic Short Hair,14881,1.41
46740634,Young,Male,Large,Domestic Short Hair,12171,1.09
46749954,Young,Female,Small,Domestic Short Hair,1306,3.72
46749699,Young,Female,Medium,Domestic Short Hair,10098,2.78
46733216,Baby,Female,Small,Domestic Short Hair,1932,3.8
46739716,Baby,Male,Small,Domestic Short Hair,4207,3.48
46741958,Adult,Male,Small,Domestic Short Hair,12167,1.85
46743991,Baby,Female,Small,Domestic Short Hair,9088,4.08
46742300,Adult,Female,Medium,Domestic Short Hair,13930,1.26
46740340,Adult,Female,Medium,Domestic Short Hair,8005,3.12
46737788,Baby,Female,Medium,Domestic Short Hair,7657,3.66
46732992,Baby,Male,Small,Domestic Short Hair,10126,3.67
46750833,Adult,Female,Large,Domestic Short Hair,2205,3.77
46724423,Adult,Male,Medium,Domestic Short Hair,7512,3.95
46733087,Baby,Female,Small,Domestic Short Hair,8833,2.18
46747919,Baby,Male,Medium,Domestic Short Hair,10213,3.87
46741789,Baby,Male,Small,Domestic Short Hair,9687,1.75
46724679,Baby,Male,Small,Domestic Short Hair,11883,4.86
46727781,Young,Female,Medium,Domestic Short Hair,4161,5.0
46730775,Young,Male,Medium,Domestic Short Hair,13661,4.63
46725445,Baby,Female,Medium,Domestic Short Hair,5630,1.48
46748544,Baby,Male,Small,Domestic Short Hair,54,4.08
46733227,Baby,Male,Small,Domestic Short Hair,6673,4.22
46747704,Young,Female,Small,Domestic Short Hair,1232,3.21
46736144,Baby,Female,Medium,Domestic Short Hair,1694,3.48
46741498,Young,Female,Small,Domestic Short Hair,412,1.37
46740437,Adult,Female,Medium,Domestic Short Hair,7600,4.97
46725591,Adult,Male,Large,Domestic Short Hair,5764,4.25
46741536,Adult,Female,Small,Domestic Short Hair,4214,2.75
46738773,Young,Male,Medium,Domestic Short Hair,14744,3.71
46746179,Baby,Male,Small,Domestic Short Hair,13450,4.36
46735901,Young,Female,Medium,Domestic Short Hair,6130,3.49
46739640,Baby,Male,Small,Domestic Short Hair,12881,5.0
46744337,Young,Female,Small,Domestic Short Hair,12561,3.78
46741694,Adult,Female,Small,Domestic Short Hair,5973,3.73
46741766,Baby,Female,Medium,Domestic Short Hair,10712,2.46
46729239,Baby,Male,Small,Domestic Short Hair,4766,2.03
46749999,Baby,Female,Small,Domestic Short Hair,8199,3.28
46740507,Baby,Male,Small,Domestic Short Hair,1631,2.66
46737346,Young,Male,Medium,Domestic Short Hair,5782,2.89
46732180,Young,Female,Medium,Domestic Short Hair,3964,2.91
46726988,Young,Female,Medium,Domestic Short Hair,9906,3.48
46730158,Baby,Female,Medium,Domestic Short Hair,6082,3.96
46746858,Young,Male,Medium,Domestic Short Hair,8312,2.19
46745960,Adult,Male,Large,Domestic Short Hair,1141,4.85
46747255,Adult,Male,Medium,Domestic Short Hair,8684,3.63
46724734,Young,Male,Medium,Domestic Short Hair,8359,2.18
46741317,Young,Male,Medium,Domestic Short Hair,14317,4.33
46743128,Young,Female,Small,Domestic Short Hair,14119,2.35
46746779,Young,Female,Medium,Domestic Short Hair,9351,4.6
46731343,Baby,Male,Small,Domestic Short Hair,6490,3.23
46729207,Young,Female,Large,Domestic Short Hair,2449,2.0
46721654,Baby,Female,Small,Domestic Short Hair,12434,3.82
46730251,Baby,Female,Small,Domestic Short Hair,3071,4.73
46742748,Baby,Male,Small,Domestic Short Hair,390,4.2
46750572,Young,Male,Large,Domestic Short Hair,9283,4.87
46730875,Baby,Female,Small,Domestic Short Hair,12826,1.76
46740443,Baby,Male,Small,Domestic Short Hair,11414,2.45
46743951,Young,Male,Small,Domestic Short Hair,8465,3.63
46748079,Adult,Male,Medium,Domestic Short Hair,13232,4.28
46727062,Young,Female,Large,Domestic Short Hair,8309,4.57
46740356,Baby,Female,Medium,Domestic Short Hair,4132,3.48
46750815,Young,Female,Medium,Domestic Short Hair,12518,3.52
46735487,Baby,Female,Medium,Domestic Short Hair,7332,3.21
46729312,Baby,Female,Small,Domestic Short Hair,9294,3.88
46734680,Senior,Female,Medium,Domestic Short Hair,3083,4.93
46734593,Young,Female,Small,Domestic Short Hair,1946,5.0
46734235,Baby,Male,Small,Domestic Short Hair,827,1.0
46729210,Young,Male,Large,Domestic Short Hair,12369,4.39
46749475,Young,Female,Medium,Domestic Short Hair,3160,3.62
46748230,Baby,Male,Medium,Domestic Short Hair,10289,1.51
46722412,Young,Female,Medium,Domestic Short Hair,4871,4.42
46732608,Young,Female,Small,Domestic Short Hair,11344,3.39
46728615,Adult,Female,Medium,Domestic Short Hair,11966,2.79
46730184,Young,Male,Medium,Domestic Short Hair,6317,3.36
46741906,Adult,Male,Extra Large,Domestic Short Hair,6233,2.28
46743552,Young,Male,Small,Domestic Short Hair,14765,3.57
46739658,Baby,Male,Medium,Domestic Short Hair,551,2.56
46749472,Baby,Female,Small,Domestic Short Hair,589,3.27
46745096,Adult,Female,Medium,Domestic Short Hair,7842,4.8
46737404,Young,Male,Small,Domestic Short Hair,1649,4.92
46721287,Young,Male,Small,Domestic Short Hair,9097,2.98
46724367,Adult,Female,Medium,Domestic Short Hair,12271,3.11
46743281,Baby,Male,Medium,Domestic Short Hair,14423,3.42
46743722,Baby,Female,Medium,Domestic Short Hair,1264,1.54
46744220,Baby,Female,Small,Domestic Short Hair,544,5.0
46741840,Adult,Female,Large,Domestic Short Hair,1679,2.33
46744182,Baby,Male,Small,Domestic Short Hair,3314,2.55
46750516,Baby,Male,Small,Domestic Short Hair,8325,2.79
46735077,Adult,Male,Medium,Domestic Short Hair,10983,4.8
46728570,Adult,Male,Medium,Domestic Short Hair,6490,3.34
46740746,Baby,Female,Small,Domestic Short Hair,6776,3.12
46741012,Adult,Male,Small,Domestic Short Hair,13875,4.62
46736581,Adult,Female,Small,Domestic Short Hair,6177,2.23
46750443,Baby,Male,Small,Domestic Short Hair,1489,4.29
46731889,Baby,Male,Medium,Domestic Short Hair,840,2.64
46747304,Baby,Male,Medium,Domestic Short Hair,466,2.35
46750300,Baby,Female,Small,Domestic Short Hair,14209,2.15
46743337,Adult,Female,Medium,Domestic Short Hair,5272,3.91
46727487,Young,Male,Medium,Domestic Short Hair,6671,4.02
46735033,Baby,Male,Small,Domestic Short Hair,4740,3.92
46728178,Young,Female,Small,Domestic Short Hair,8961,2.24
46722970,Baby,Female,Small,Domestic Short Hair,5461,3.45
46736152,Baby,Male,Small,Domestic Short Hair,14968,2.6
46739674,Young,Male,Large,Domestic Short Hair,14232,3.23
46749864,Adult,Male,Small,Domestic Short Hair,976,2.44
46744378,Baby,Female,Small,Domestic Short Hair,7643,3.64
46728451,Baby,Female,Small,Domestic Short Hair,1033,3.78
46733769,Adult,Female,Medium,Domestic Short Hair,9712,4.64
46728224,Adult,Male,Medium,Domestic Short Hair,13824,3.7
46746071,Adult,Male,Medium,Domestic Short Hair,5710,4.34
46738452,Young,Female,Medium,Domestic Short Hair,14068,2.64
46737298,Adult,Male,Medium,Domestic Short Hair,3659,3.73
46748070,Adult,Female,Medium,Domestic Short Hair,4108,3.99
46728842,Baby,Male,Small,Domestic Short Hair,1165,3.21
46745008,Adult,Male,Small,Domestic Short Hair,12758,3.93
46743881,Baby,Male,Medium,Domestic Short Hair,4870,4.3
46744917,Baby,Male,Small,Domestic Short Hair,8326,2.66
46731886,Baby,Male,Medium,Domestic Short Hair,10501,2.26
46741289,Baby,Female,Small,Domestic Short Hair,3941,2.82
46724824,Young,Male,Medium,Domestic Short Hair,6965,2.55
46749465,Young,Female,Small,Domestic Short Hair,7512,3.48
46750098,Baby,Female,Small,Domestic Short Hair,7794,2.59
46737894,Baby,Female,Medium,Domestic Short Hair,4843,4.7
46725741,Young,Male,Medium,Domestic Short Hair,1596,3.5
46747488,Baby,Male,Small,Domestic Short Hair,6928,4.69
46750677,Baby,Male,Medium,Domestic Short Hair,14939,4.17
46734760,Adult,Male,Medium,Domestic Short Hair,5081,4.48
46740458,Adult,Male,Small,Domestic Short Hair,6236,3.37
46750599,Young,Female,Medium,Domestic Short Hair,8444,2.13
46736175,Young,Male,Small,Domestic Short Hair,3918,3.57
46727520,Adult,Male,Small,Domestic Short Hair,1585,2.91
46733653,Adult,Female,Medium,Domestic Short Hair,14183,3.28
46733539,Young,Male,Medium,Domestic Short Hair,1641,2.84
46731050,Young,Male,Small,Domestic Short Hair,14181,2.56
46737868,Baby,Female,Small,Domestic Short Hair,8674,4.06
46745620,Adult,Female,Small,Domestic Short Hair,13433,1.08
46739195,Baby,Female,Small,Domestic Short Hair,8064,2.61
46748553,Baby,Male,Small,Domestic Short Hair,3050,4.57
46744103,Baby,Female,Small,Domestic Short Hair,13825,3.94
46724588,Baby,Female,Small,Domestic Short Hair,9554,2.14
46750283,Young,Female,Medium,Domestic Short Hair,10369,3.72
46741903,Young,Female,Small,Domestic Short Hair,2837,3.45
46721793,Baby,Male,Medium,Domestic Short Hair,1065,4.01
46721238,Baby,Female,Small,Domestic Short Hair,13943,2.42
46750669,Baby,Female,Small,Domestic Short Hair,8942,4.51
46742634,Baby,Female,Medium,Domestic Short Hair,8097,4.28
46749931,Young,Female,Medium,Domestic Short Hair,14088,3.3
46741541,Baby,Male,Small,Domestic Short Hair,13813,2.64
46750802,Adult,Female,Large,Domestic Short Hair,13711,2.54
46740949,Young,Female,Small,Domestic Short Hair,13212,2.17
46746012,Baby,Male,Medium,Domestic Short Hair,9005,2.78
46749953,Young,Male,Medium,Domestic Short Hair,11213,2.98
46737413,Young,Female,Medium,Domestic Short Hair,10372,5.0
46728095,Young,Male,Medium,Domestic Short Hair,8561,4.17
46741232,Baby,Female,Small,Domestic Short Hair,3512,5.0
46733939,Baby,Female,Small,Domestic Short Hair,8039,3.26
46739772,Baby,Male,Small,Domestic Short Hair,12385,3.2
46749405,Adult,Male,Medium,Domestic Short Hair,6515,3.51
46731395,Adult,Male,Small,Domestic Short Hair,10715,1.78
46727949,Adult,Male,Small,Domestic Short Hair,6952,3.85
46747547,Adult,Female,Large,Domestic Short Hair,2264,4.74
46721922,Adult,Female,Medium,Domestic Short Hair,7679,4.59
46721636,Baby,Female,Small,Domestic Short Hair,734,3.99
46740741,Young,Male,Small,Domestic Short Hair,260,3.06
46735232,Baby,Male,Small,Domestic Short Hair,2853,3.15
46724198,Adult,Male,Small,Domestic Short Hair,2918,2.93
46725351,Baby,Male,Small,Domestic Short Hair,7611,2.67
46727932,Adult,Female,Large,Domestic Short Hair,2219,1.44
46750707,Adult,Female,Medium,Domestic Short Hair,14828,2.73
46748951,Adult,Male,Large,Domestic Short Hair,3999,3.94
46742831,Adult,Male,Small,Domestic Short Hair,369,3.43
46748877,Young,Female,Medium,Domestic Short Hair,3463,3.23
46722023,Young,Female,Small,Domestic Short Hair,5373,3.56
46728019,Baby,Female,Medium,Domestic Short Hair,1853,3.42
46737585,Young,Female,Small,Domestic Short Hair,13364,3.96
46739604,Young,Male,Medium,Domestic Short Hair,5903,4.92
46729767,Baby,Male,Medium,Domestic Short Hair,1043,1.65
46746140,Adult,Female,Medium,Domestic Short Hair,7487,1.6
46736649,Baby,Male,Medium,Domestic Short Hair,4662,3.58
46747662,Young,Male,Medium,Domestic Short Hair,3629,4.42
46736205,Adult,Male,Large,Domestic Short Hair,6571,5.0
46733783,Baby,Male,Medium,Domestic Short Hair,11055,3.14
46743405,Baby,Female,Medium,Domestic Short Hair,12520,4.14
46723695,Baby,Female,Small,Domestic Short Hair,802,3.99
46749749,Adult,Male,Medium,Domestic Short Hair,12079,2.81
46725353,Adult,Male,Large,Domestic Short Hair,12428,4.18
46721431,Young,Female,Medium,Domestic Short Hair,8525,2.35
46724914,Baby,Male,Small,Domestic Short Hair,9181,3.79
46747274,Adult,Male,Small,Domestic Short Hair,10381,3.07
46731234,Baby,Female,Medium,Domestic Short Hair,1181,1.45
46726492,Baby,Male,Small,Domestic Short Hair,6649,4.93
46737625,Baby,Male,Small,Domestic Short Hair,9745,4.35
46740146,Baby,Female,Small,Domestic Short Hair,10422,3.11
46744096,Baby,Male,Medium,Domestic Short Hair,3441,4.26
46735838,Baby,Male,Medium,Domestic Short Hair,7157,4.44
46734433,Adult,Male,Medium,Domestic Short Hair,5699,3.62
46749621,Baby,Female,Small,Domestic Short Hair,12974,3.25
46743844,Adult,Female,Medium,Domestic Short Hair,4489,3.42
46740853,Baby,Male,Small,Domestic Short Hair,5888,3.83
46750406,Adult,Female,Medium,Domestic Short Hair,2699,2.62
46747277,Adult,Male,Large,Domestic Short Hair,9072,3.12
46745941,Baby,Female,Large,Domestic Short Hair,11014,2.71
46740242,Young,Female,Medium,Domestic Short Hair,10370,2.39
46733096,Young,Male,Medium,Domestic Short Hair,5800,2.79
46749718,Young,Male,Medium,Domestic Short Hair,5090,3.17
46742725,Adult,Male,Medium,Domestic Short Hair,7345,2.38
46727171,Adult,Female,Small,Domestic Short Hair,11349,4.16
46727549,Baby,Male,Small,Domestic Short Hair,12208,4.01
46739648,Baby,Female,Small,Domestic Short Hair,1893,1.47
46737631,Young,Female,Small,Domestic Short Hair,2553,3.37
46750672,Baby,Female,Small,Domestic Short Hair,3507,2.71
46746126,Baby,Female,Medium,Domestic Short Hair,1193,3.05
46744709,Adult,Male,Large,Domestic Short Hair,5285,5.0
46728877,Young,Female,Small,Domestic Short Hair,10557,4.98
46740456,Baby,Female,Small,Domestic Short Hair,11814,3.74
46742610,Baby,Male,Medium,Domestic Short Hair,12098,2.73
46740089,Adult,Male,Large,Domestic Short Hair,14949,2.94
46747521,Baby,Male,Small,Domestic Short Hair,282,2.72
46736998,Young,Female,Medium,Domestic Short Hair,8939,2.23
46736598,Baby,Female,Small,Domestic Short Hair,14959,4.77
46722663,Adult,Female,Medium,Domestic Short Hair,7684,2.76
46740391,Baby,Female,Small,Domestic Short Hair,10489,3.86
46748577,Young,Female,Medium,Domestic Short Hair,13880,4.23
46735087,Young,Male,Medium,Domestic Short Hair,13116,4.18
46736630,Baby,Male,Medium,Domestic Short Hair,11179,2.41
46750161,Baby,Male,Medium,Domestic Short Hair,13770,2.52
46741970,Baby,Male,Medium,Domestic Short Hair,9742,2.77
46736661,Young,Female,Medium,Domestic Short Hair,8142,3.8
46727260,Adult,Female,Medium,Domestic Short Hair,1271,3.0
46741237,Young,Male,Medium,Domestic Short Hair,408,3.57
46739763,Baby,Male,Small,Domestic Short Hair,14487,3.98
46741835,Adult,Female,Medium,Domestic Short Hair,5088,2.95
46750090,Baby,Male,Small,Domestic Short Hair,2290,2.29
46750784,Baby,Female,Medium,Domestic Short Hair,6933,2.56
46735530,Baby,Female,Small,Domestic Short Hair,14281,2.54
46749391,Adult,Female,Medium,Domestic Short Hair,1629,2.77
46724845,Young,Male,Small,Domestic Short Hair,10784,3.15
46725358,Adult,Male,Medium,Domestic Short Hair,1886,3.36
46721168,Baby,Female,Medium,Domestic Short Hair,14128,3.55
46748038,Baby,Male,Small,Domestic Short Hair,7865,4.42
46722945,Adult,Male,Small,Domestic Short Hair,4779,4.98
46731528,Baby,Male,Medium,Domestic Short Hair,13912,2.22
46747659,Baby,Male,Small,Domestic Short Hair,11660,2.77
46744216,Adult,Female,Large,Domestic Short Hair,8340,2.41
46730839,Adult,Female,Small,Domestic Short Hair,10746,3.4
46735088,Young,Female,Medium,Domestic Short Hair,5769,2.77
46739918,Baby,Male,Small,Domestic Short Hair,2699,3.78
46731723,Baby,Female,Small,Domestic Short Hair,12272,3.27
46730840,Baby,Male,Small,Domestic Short Hair,7822,4.7
46726790,Adult,Female,Medium,Domestic Short Hair,4738,5.0
46739452,Baby,Female,Small,Domestic Short Hair,14750,4.0
46743200,Baby,Male,Medium,Domestic Short Hair,8160,2.04
46744340,Young,Male,Medium,Domestic Short Hair,2490,3.22
46749858,Young,Male,Small,Domestic Short Hair,8808,4.77
46750112,Young,Male,Medium,Domestic Short Hair,6244,4.21
46741991,Senior,Male,Large,Domestic Short Hair,9689,3.65
46733739,Young,Male,Small,Domestic Short Hair,14375,3.52
46732965,Adult,Male,Medium,Domestic Short Hair,7936,2.8
46726502,Young,Female,Small,Domestic Short Hair,6882,2.7
46742269,Young,Female,Medium,Domestic Short Hair,14499,3.61
46723723,Baby,Male,Small,Domestic Short Hair,1819,5.0
46741996,Adult,Male,Medium,Domestic Short Hair,5320,4.52
46731225,Adult,Male,Small,Domestic Short Hair,13732,2.52
46748537,Young,Male,Medium,Domestic Short Hair,9841,5.0
46731742,Baby,Male,Small,Domestic Short Hair,4587,3.22
46737878,Baby,Male,Medium,Domestic Short Hair,6465,2.83
46736023,Baby,Male,Medium,Domestic Short Hair,3334,2.12
46740947,Baby,Female,Small,Domestic Short Hair,3836,5.0
46724315,Baby,Male,Small,Domestic Short Hair,2076,4.06
46735309,Baby,Female,Small,Domestic Short Hair,3600,3.72
