cat_id,type,age,gender,size,coat,breed,user_id,rating
46001333,Cat,Baby,Female,Medium,Short,Abyssinian,11045,4.11
46000460,Cat,Baby,Male,Medium,Short,Abyssinian,13234,1.99
45999482,Cat,Baby,Female,Medium,Short,Abyssinian,12150,4.38
46000817,Cat,Adult,Female,Medium,Short,Abyssinian,7993,3.23
45997545,Cat,Baby,Female,Medium,Short,Abyssinian,7800,3.46
45998391,Cat,Baby,Male,Medium,Short,Abyssinian,3968,3.83
45999782,Cat,Baby,Male,Medium,Short,Abyssinian,1642,4.0
46000606,Cat,Baby,Female,Medium,Short,Abyssinian,8196,5.0
45997474,Cat,Baby,Male,Medium,Short,Abyssinian,1385,3.17
45998007,Cat,Baby,Female,Medium,Short,Abyssinian,10094,4.03
45997305,Cat,Adult,Female,Medium,Short,Abyssinian,1429,4.98
45999770,Cat,Baby,Male,Medium,Short,Abyssinian,3430,3.04
45997693,Cat,Baby,Female,Medium,Short,Abyssinian,10845,3.25
45997661,Cat,Baby,Male,Medium,Short,Abyssinian,7032,3.77
45996727,Cat,Baby,Male,Medium,Short,Abyssinian,14351,3.16
45996707,Cat,Baby,Female,Medium,Short,Abyssinian,6479,3.56
45995835,Cat,Baby,Male,Medium,Short,Abyssinian,7854,2.71
45995117,Cat,Baby,Female,Medium,Short,Abyssinian,5419,3.41
45996549,Cat,Baby,Female,Medium,Short,Abyssinian,4238,3.85
45996433,Cat,Adult,Female,Medium,Short,Abyssinian,4629,3.87
45994835,Cat,Baby,Female,Medium,Short,Abyssinian,7235,1.85
45995527,Cat,Baby,Male,Medium,Short,Abyssinian,2586,5.0
45994758,Cat,Adult,Female,Medium,Short,Abyssinian,6779,3.49
45995845,Cat,Baby,Female,Medium,Short,Abyssinian,6555,4.11
45995934,Cat,Young,Female,Medium,Short,Abyssinian,11443,1.4
45994576,Cat,Baby,Female,Medium,Short,Abyssinian,6737,3.8
45994521,Cat,Baby,Female,Medium,Short,Abyssinian,230,3.79
45993925,Cat,Baby,Female,Medium,Short,Abyssinian,3656,3.46
45993950,Cat,Young,Female,Medium,Short,Abyssinian,2052,3.64
45993745,Cat,Baby,Female,Medium,Short,Abyssinian,6790,3.38
45994029,Cat,Young,Female,Medium,Short,Abyssinian,11717,5.0
45993677,Cat,Baby,Male,Medium,Short,Abyssinian,10085,4.81
45993430,Cat,Baby,Male,Medium,Short,Abyssinian,4125,4.46
45992932,Cat,Baby,Female,Medium,Short,Abyssinian,5929,3.78
45992545,Cat,Baby,Male,Medium,Short,Abyssinian,11974,1.87
45948803,Cat,Young,Male,Small,Short,Abyssinian,2025,4.02
45938991,Cat,Adult,Male,Medium,Short,Abyssinian,9516,1.31
45859276,Cat,Young,Female,Small,Short,Abyssinian,2640,3.25
45820394,Cat,Young,Female,Medium,Short,Abyssinian,724,3.59
45818888,Cat,Adult,Male,Medium,Short,Abyssinian,14581,3.73
45818386,Cat,Adult,Female,Small,Short,Abyssinian,4524,3.78
45818167,Cat,Adult,Male,Large,Short,Abyssinian,1433,4.03
45809071,Cat,Young,Female,Large,Short,Abyssinian,1048,4.24
45809064,Cat,Young,Male,Large,Short,Abyssinian,3587,4.07
45809083,Cat,Adult,Male,Large,Short,Abyssinian,338,4.0
45799083,Cat,Young,Female,Small,Short,Abyssinian,5208,3.12
45554517,Cat,Young,Female,Medium,Short,Abyssinian,2839,3.68
45549266,Cat,Young,Female,Medium,Short,Abyssinian,4089,2.47
45537021,Cat,Young,Female,Small,Short,Abyssinian,14749,4.08
45457706,Cat,Baby,Female,Small,Short,Abyssinian,8399,3.61
45384799,Cat,Young,Male,Medium,Long,Abyssinian,2528,2.39
45350203,Cat,Senior,Female,Medium,Short,Abyssinian,7043,2.56
45276960,Cat,Young,Male,Medium,Short,Abyssinian,442,3.07
45269682,Cat,Baby,Female,Medium,Short,Abyssinian,854,1.46
45264277,Cat,Senior,Male,Large,Short,Abyssinian,6960,5.0
45255039,Cat,Baby,Male,Small,Short,Abyssinian,9827,4.55
45162546,Cat,Young,Female,Medium,Short,Abyssinian,3939,2.34
45019162,Cat,Baby,Female,Small,Short,Abyssinian,9369,2.22
45013917,Cat,Baby,Female,Small,Short,Abyssinian,6157,1.0
44972038,Cat,Young,Female,Small,Short,Abyssinian,9799,3.08
44947029,Cat,Adult,Male,Medium,Short,Abyssinian,4362,1.76
44927473,Cat,Adult,Male,Medium,Short,Abyssinian,9598,5.0
44899977,Cat,Senior,Female,Medium,Short,Abyssinian,3777,2.79
44899943,Cat,Adult,Female,Small,Short,Abyssinian,7294,1.35
44853637,Cat,Adult,Female,Medium,Short,Abyssinian,7559,4.92
44790357,Cat,Baby,Male,Medium,Short,Abyssinian,10646,3.73
44738205,Cat,Senior,Female,Medium,Short,Abyssinian,981,3.5
44702342,Cat,Adult,Male,Medium,Short,Abyssinian,1861,2.34
44686367,Cat,Adult,Male,Small,Short,Abyssinian,13626,3.07
44578288,Cat,Young,Female,Medium,Short,Abyssinian,8876,3.88
44509949,Cat,Adult,Male,Large,Short,Abyssinian,7080,3.9
44493797,Cat,Adult,Female,Small,Short,Abyssinian,14331,3.48
44482899,Cat,Young,Female,Small,Short,Abyssinian,1314,4.55
44420973,Cat,Adult,Female,Small,Short,Abyssinian,684,3.94
44371545,Cat,Young,Female,Small,Short,Abyssinian,6664,3.74
44231983,Cat,Senior,Male,Large,Short,Abyssinian,5938,4.71
44206067,Cat,Adult,Female,Small,Short,Abyssinian,206,5.0
44186717,Cat,Young,Female,Medium,Short,Abyssinian,11090,4.14
44093012,Cat,Adult,Male,Medium,Short,Abyssinian,3019,2.59
44055179,Cat,Adult,Female,Medium,Short,Abyssinian,6559,2.74
44006447,Cat,Adult,Female,Medium,Short,Abyssinian,10881,3.56
43996254,Cat,Adult,Male,Large,Short,Abyssinian,13414,3.69
43996251,Cat,Adult,Male,Large,Short,Abyssinian,10327,2.39
43916776,Cat,Adult,Female,Medium,Short,Abyssinian,5738,3.88
43836111,Cat,Baby,Female,Medium,Short,Abyssinian,3409,3.1
43636350,Cat,Senior,Female,Small,Short,Abyssinian,7645,4.12
43628379,Cat,Baby,Male,Medium,Short,Abyssinian,12523,4.97
43540603,Cat,Adult,Female,Medium,Short,Abyssinian,8333,3.83
43357452,Cat,Young,Female,Large,Medium,Abyssinian,11417,3.39
43340305,Cat,Young,Male,Medium,Hairless,Abyssinian,3412,3.1
43330119,Cat,Adult,Male,Medium,Short,Abyssinian,13950,3.75
43296750,Cat,Young,Female,Medium,Short,Abyssinian,14124,3.4
43212423,Cat,Adult,Male,Medium,Short,Abyssinian,229,3.78
43093608,Cat,Adult,Female,Medium,Short,Abyssinian,7718,3.07
43079908,Cat,Adult,Male,Medium,Medium,Abyssinian,1262,3.49
42994271,Cat,Young,Female,Medium,Medium,Abyssinian,4686,3.93
42991210,Cat,Adult,Female,Medium,Short,Abyssinian,13488,4.08
42941031,Cat,Baby,Female,Medium,Short,Abyssinian,5838,2.19
42878823,Cat,Senior,Female,Medium,Short,Abyssinian,3974,4.37
42854731,Cat,Baby,Female,Medium,Short,Abyssinian,12359,2.96
42854726,Cat,Baby,Female,Medium,Short,Abyssinian,4476,2.84
42854719,Cat,Young,Male,Medium,Short,Abyssinian,14187,2.56
42836753,Cat,Young,Male,Medium,Medium,Abyssinian,12739,2.39
42791505,Cat,Adult,Male,Large,Short,Abyssinian,4060,4.02
42635732,Cat,Adult,Female,Medium,Short,Abyssinian,14940,5.0
42574402,Cat,Young,Male,Medium,Short,Abyssinian,6615,4.9
42549203,Cat,Senior,Female,Medium,Short,Abyssinian,4566,5.0
42509412,Cat,Young,Female,Medium,Short,Abyssinian,9627,5.0
42475197,Cat,Young,Female,Medium,Short,Abyssinian,13481,5.0
42473567,Cat,Young,Female,Small,Short,Abyssinian,6426,3.32
42363624,Cat,Young,Male,Medium,Short,Abyssinian,12533,3.36
42330399,Cat,Baby,Female,Medium,Short,Abyssinian,13646,1.97
42322273,Cat,Senior,Female,Medium,Short,Abyssinian,4982,2.8
42301282,Cat,Adult,Female,Medium,Short,Abyssinian,5432,5.0
42245161,Cat,Young,Male,Medium,Medium,Abyssinian,2679,2.28
42231248,Cat,Senior,Female,Medium,Short,Abyssinian,7225,4.62
42217863,Cat,Baby,Female,Medium,Short,Abyssinian,1759,4.79
42217535,Cat,Young,Female,Medium,Short,Abyssinian,1246,4.19
42208125,Cat,Baby,Male,Medium,Short,Abyssinian,3609,1.78
42207893,Cat,Baby,Male,Medium,Short,Abyssinian,7857,3.42
42207414,Cat,Baby,Female,Medium,Short,Abyssinian,554,2.48
42097611,Cat,Adult,Female,Medium,Short,Abyssinian,12182,4.09
42085957,Cat,Baby,Male,Medium,Short,Abyssinian,11291,4.32
42084650,Cat,Adult,Female,Small,Short,Abyssinian,3561,2.95
42060144,Cat,Adult,Female,Medium,Short,Abyssinian,3127,4.36
42060140,Cat,Adult,Female,Medium,Short,Abyssinian,6833,3.65
41980763,Cat,Baby,Female,Small,Short,Abyssinian,6962,3.35
41928474,Cat,Adult,Female,Medium,Short,Abyssinian,12779,4.03
41728586,Cat,Senior,Male,Small,Short,Abyssinian,10833,4.19
41724260,Cat,Young,Male,Large,Short,Abyssinian,10028,3.22
41664634,Cat,Adult,Male,Medium,Short,Abyssinian,14351,4.88
41585829,Cat,Baby,Female,Medium,Short,Abyssinian,10924,3.79
41524523,Cat,Adult,Male,Medium,Short,Abyssinian,13948,3.52
41451716,Cat,Adult,Female,Medium,Short,Abyssinian,2322,3.44
41421136,Cat,Young,Female,Medium,Short,Abyssinian,10023,4.27
41384300,Cat,Young,Male,Medium,Short,Abyssinian,13976,4.2
41384239,Cat,Young,Male,Medium,Short,Abyssinian,12995,3.91
41374422,Cat,Baby,Male,Medium,Short,Abyssinian,11027,2.18
41232070,Cat,Adult,Male,Medium,Short,Abyssinian,11302,3.62
41216445,Cat,Young,Female,Small,Short,Abyssinian,10127,1.09
41114100,Cat,Baby,Male,Medium,Short,Abyssinian,6618,3.9
40858479,Cat,Adult,Female,Small,Short,Abyssinian,8173,3.88
40832566,Cat,Young,Female,Medium,Short,Abyssinian,745,4.51
40763788,Cat,Senior,Male,Small,Short,Abyssinian,9634,2.9
40723073,Cat,Adult,Female,Small,Short,Abyssinian,285,2.87
40645592,Cat,Baby,Male,Medium,Short,Abyssinian,13088,3.73
40580381,Cat,Adult,Female,Small,Short,Abyssinian,8404,2.52
40546125,Cat,Adult,Female,Small,Short,Abyssinian,9714,3.04
40546066,Cat,Senior,Female,Medium,Short,Abyssinian,4219,4.03
40526121,Cat,Young,Male,Medium,Short,Abyssinian,10193,2.71
40434029,Cat,Adult,Female,Small,Short,Abyssinian,13203,2.82
40181161,Cat,Young,Female,Medium,Short,Abyssinian,10082,2.85
40015130,Cat,Senior,Female,Medium,Short,Abyssinian,5272,2.79
39927304,Cat,Young,Female,Medium,Short,Abyssinian,1523,5.0
39897432,Cat,Young,Male,Medium,Short,Abyssinian,11179,3.62
39792133,Cat,Adult,Male,Medium,Short,Abyssinian,14335,3.27
39791900,Cat,Senior,Male,Medium,Short,Abyssinian,9035,3.32
39704178,Cat,Adult,Female,Medium,Short,Abyssinian,8691,3.18
39673539,Cat,Adult,Female,Medium,Short,Abyssinian,679,4.44
39664255,Cat,Adult,Female,Small,Short,Abyssinian,13430,4.39
39657087,Cat,Young,Male,Small,Short,Abyssinian,9903,4.19
39547419,Cat,Young,Male,Small,Short,Abyssinian,10924,3.59
39546612,Cat,Young,Male,Medium,Short,Abyssinian,3706,3.3
39546593,Cat,Young,Male,Medium,Short,Abyssinian,1777,2.74
39546534,Cat,Young,Male,Medium,Short,Abyssinian,12567,2.59
39510480,Cat,Adult,Male,Large,Short,Abyssinian,8913,2.25
39500951,Cat,Adult,Female,Small,Short,Abyssinian,5159,4.25
39458626,Cat,Young,Female,Medium,Short,Abyssinian,7637,2.43
39385717,Cat,Adult,Male,Medium,Short,Abyssinian,4509,4.68
39321109,Cat,Young,Female,Small,Short,Abyssinian,8423,3.71
39264705,Cat,Senior,Male,Medium,Short,Abyssinian,9527,4.49
39260012,Cat,Baby,Female,Small,Short,Abyssinian,49,3.37
39169887,Cat,Young,Female,Medium,Short,Abyssinian,5253,3.17
39125347,Cat,Adult,Male,Large,Short,Abyssinian,5804,4.49
38956992,Cat,Young,Male,Small,Short,Abyssinian,12599,2.67
38954646,Cat,Young,Male,Small,Short,Abyssinian,4658,4.66
38943898,Cat,Young,Female,Medium,Short,Abyssinian,12319,4.37
38901579,Cat,Young,Male,Medium,Short,Abyssinian,13628,2.76
38855140,Cat,Baby,Female,Medium,Short,Abyssinian,14080,3.83
38768833,Cat,Young,Female,Medium,Short,Abyssinian,5070,2.95
38749993,Cat,Adult,Female,Medium,Short,Abyssinian,3436,5.0
38713348,Cat,Young,Female,Small,Short,Abyssinian,2728,4.18
38709675,Cat,Adult,Male,Medium,Short,Abyssinian,4139,3.91
38701119,Cat,Adult,Male,Large,Short,Abyssinian,6725,4.01
38670660,Cat,Senior,Female,Medium,Short,Abyssinian,5721,5.0
38646425,Cat,Adult,Female,Small,Short,Abyssinian,10292,1.66
38643353,Cat,Adult,Male,Large,Medium,Abyssinian,12774,4.12
38554587,Cat,Senior,Female,Medium,Short,Abyssinian,6141,3.42
38536967,Cat,Adult,Male,Medium,Short,Abyssinian,3025,2.11
38536938,Cat,Adult,Male,Medium,Short,Abyssinian,8330,1.55
38514815,Cat,Adult,Male,Medium,Short,Abyssinian,13773,4.7
38400864,Cat,Young,Female,Small,Short,Abyssinian,6874,3.69
38036164,Cat,Baby,Female,Medium,Short,Abyssinian,1753,3.86
37942697,Cat,Young,Female,Large,Medium,Abyssinian,1324,3.61
37865356,Cat,Adult,Male,Large,Short,Abyssinian,9255,4.14
37771828,Cat,Senior,Male,Medium,Short,Abyssinian,12163,2.94
37673424,Cat,Senior,Female,Medium,Short,Abyssinian,9148,2.97
36865042,Cat,Senior,Male,Medium,Short,Abyssinian,7276,3.6
35374431,Cat,Young,Male,Medium,Short,Abyssinian,6259,4.68
35021741,Cat,Adult,Male,Medium,Medium,Abyssinian,14945,3.12
17870903,Cat,Adult,Female,Small,Short,Abyssinian,2841,3.57
17704905,Cat,Adult,Female,Medium,Short,Abyssinian,4249,2.18
17361971,Cat,Baby,Female,Medium,Short,Abyssinian,14143,3.44
17361980,Cat,Baby,Female,Medium,Short,Abyssinian,1652,4.65
17060240,Cat,Adult,Female,Medium,Short,Abyssinian,8088,4.49
17041760,Cat,Young,Female,Medium,Short,Abyssinian,243,3.66
16734355,Cat,Young,Male,Large,Short,Abyssinian,9694,2.8
16485182,Cat,Adult,Male,Large,Short,Abyssinian,10665,1.35
14475392,Cat,Young,Unknown,Medium,Short,Abyssinian,14468,3.24
14210840,Cat,Young,Female,Extra Large,Short,Abyssinian,4945,2.95
14092337,Cat,Adult,Male,Large,Short,Abyssinian,9734,4.06
13743713,Cat,Adult,Female,Medium,Short,Abyssinian,7343,2.79
12136161,Cat,Young,Female,Small,Short,Abyssinian,9412,3.24
8736168,Cat,Adult,Male,Medium,Short,Abyssinian,9919,4.14
8225343,Cat,Adult,Male,Small,Short,Abyssinian,10143,2.76
46750544,Cat,Adult,Female,Medium,Short,American Bobtail,3228,3.53
46711372,Cat,Adult,Female,Small,Short,American Bobtail,6628,2.77
46652156,Cat,Baby,Male,Medium,Short,American Bobtail,6479,1.65
46627369,Cat,Baby,Male,Small,Short,American Bobtail,2304,3.16
46612353,Cat,Baby,Female,Small,Short,American Bobtail,7922,3.43
46612245,Cat,Baby,Male,Small,Short,American Bobtail,11811,1.92
46422322,Cat,Baby,Male,Small,Short,American Bobtail,13900,2.12
46407834,Cat,Young,Male,Medium,Short,American Bobtail,11593,4.73
46407781,Cat,Young,Male,Medium,Short,American Bobtail,1482,3.83
46367619,Cat,Young,Female,Medium,Short,American Bobtail,7556,4.31
46355896,Cat,Adult,Female,Medium,Short,American Bobtail,10036,3.02
46330160,Cat,Adult,Female,Medium,Short,American Bobtail,5537,3.77
46299337,Cat,Baby,Female,Medium,Short,American Bobtail,6661,3.52
46289156,Cat,Baby,Male,Large,Long,American Bobtail,5576,4.37
46194971,Cat,Young,Female,Small,Short,American Bobtail,11346,3.97
46002240,Cat,Baby,Male,Medium,Short,American Bobtail,9063,5.0
45995325,Cat,Baby,Male,Medium,Short,American Bobtail,1741,2.83
45993222,Cat,Adult,Female,Medium,Short,American Bobtail,7852,2.65
45992549,Cat,Baby,Female,Medium,Short,American Bobtail,8713,4.16
45898187,Cat,Adult,Male,Large,Short,American Bobtail,1117,4.24
45859400,Cat,Adult,Male,Medium,Short,American Bobtail,14576,2.27
45850827,Cat,Adult,Female,Extra Large,Medium,American Bobtail,8955,3.3
45819414,Cat,Adult,Male,Medium,Short,American Bobtail,11579,2.06
45819340,Cat,Adult,Female,Medium,Short,American Bobtail,680,4.77
45819389,Cat,Adult,Male,Medium,Short,American Bobtail,6852,1.0
45814783,Cat,Adult,Male,Medium,Short,American Bobtail,8509,5.0
45762812,Cat,Adult,Male,Small,Short,American Bobtail,2150,4.03
45695191,Cat,Baby,Female,Medium,Short,American Bobtail,1239,4.11
45695163,Cat,Baby,Male,Medium,Short,American Bobtail,1952,2.33
45599205,Cat,Baby,Female,Medium,Short,American Bobtail,8533,2.64
45487778,Cat,Baby,Male,Small,Short,American Bobtail,10695,3.48
45460957,Cat,Baby,Female,Small,Medium,American Bobtail,720,3.11
45460862,Cat,Baby,Male,Small,Medium,American Bobtail,11108,3.43
45401907,Cat,Baby,Male,Medium,Short,American Bobtail,12387,3.33
45398522,Cat,Baby,Female,Medium,Short,American Bobtail,9768,2.6
45397941,Cat,Adult,Female,Medium,Short,American Bobtail,4131,3.25
45381001,Cat,Baby,Female,Medium,Short,American Bobtail,7182,4.65
45380409,Cat,Baby,Female,Medium,Short,American Bobtail,12091,2.74
45380301,Cat,Baby,Female,Medium,Short,American Bobtail,10083,2.68
45344382,Cat,Young,Female,Medium,Short,American Bobtail,5909,3.6
45340614,Cat,Adult,Male,Medium,Short,American Bobtail,5441,3.6
45311781,Cat,Young,Female,Medium,Short,American Bobtail,549,1.58
45311431,Cat,Young,Male,Small,Short,American Bobtail,5270,4.33
45310511,Cat,Baby,Male,Medium,Short,American Bobtail,4643,4.74
45295001,Cat,Baby,Female,Medium,Short,American Bobtail,13819,2.21
45238104,Cat,Young,Female,Small,Short,American Bobtail,9822,2.6
45237824,Cat,Adult,Male,Large,Long,American Bobtail,12322,1.73
45118817,Cat,Baby,Male,Medium,Short,American Bobtail,7894,4.73
45103436,Cat,Baby,Female,Medium,Short,American Bobtail,11806,2.75
45103435,Cat,Young,Male,Medium,Short,American Bobtail,3116,3.85
44921814,Cat,Adult,Male,Large,Short,American Bobtail,4933,5.0
44875452,Cat,Adult,Female,Medium,Short,American Bobtail,2809,2.02
44810816,Cat,Adult,Male,Large,Short,American Bobtail,11541,2.09
44764186,Cat,Adult,Male,Medium,Short,American Bobtail,14299,1.64
44762069,Cat,Baby,Female,Medium,Short,American Bobtail,1898,5.0
44719213,Cat,Baby,Male,Medium,Short,American Bobtail,6185,4.88
44701357,Cat,Baby,Female,Small,Short,American Bobtail,8313,3.49
44694807,Cat,Baby,Female,Medium,Short,American Bobtail,9872,4.93
44678560,Cat,Adult,Male,Large,Long,American Bobtail,7530,3.88
44636872,Cat,Baby,Male,Medium,Short,American Bobtail,6815,3.23
44601068,Cat,Adult,Male,Medium,Short,American Bobtail,11616,2.96
44559150,Cat,Adult,Female,Medium,Short,American Bobtail,7437,3.13
44477468,Cat,Young,Female,Small,Short,American Bobtail,8202,3.21
44476641,Cat,Adult,Female,Small,Long,American Bobtail,14600,4.17
44466572,Cat,Adult,Female,Medium,Short,American Bobtail,3607,1.03
44331214,Cat,Adult,Male,Large,Short,American Bobtail,10985,5.0
44231762,Cat,Adult,Female,Medium,Short,American Bobtail,9285,4.83
44214714,Cat,Adult,Female,Large,Short,American Bobtail,2445,3.69
44204429,Cat,Baby,Male,Medium,Short,American Bobtail,12037,3.74
44051338,Cat,Baby,Female,Medium,Medium,American Bobtail,8477,3.12
44004421,Cat,Adult,Male,Medium,Medium,American Bobtail,5947,2.41
43965366,Cat,Baby,Male,Medium,Medium,American Bobtail,9274,4.62
43945222,Cat,Young,Male,Large,Short,American Bobtail,3773,4.6
43898682,Cat,Adult,Female,Medium,Short,American Bobtail,4272,2.38
43892093,Cat,Young,Male,Medium,Short,American Bobtail,9515,4.27
43710498,Cat,Young,Male,Extra Large,Short,American Bobtail,8498,2.77
43677125,Cat,Baby,Female,Medium,Short,American Bobtail,7172,1.81
43512840,Cat,Adult,Female,Large,Medium,American Bobtail,7235,4.28
43512822,Cat,Baby,Male,Medium,Short,American Bobtail,9414,1.44
43512814,Cat,Baby,Female,Medium,Medium,American Bobtail,58,5.0
43512805,Cat,Baby,Male,Medium,Medium,American Bobtail,11088,4.29
43500599,Cat,Baby,Male,Medium,Short,American Bobtail,6784,3.36
43418896,Cat,Young,Male,Small,Short,American Bobtail,12191,4.61
43411078,Cat,Senior,Female,Small,Medium,American Bobtail,9136,1.12
43374782,Cat,Baby,Male,Medium,Short,American Bobtail,14871,4.13
43277968,Cat,Baby,Male,Medium,Short,American Bobtail,4257,2.39
43277679,Cat,Adult,Female,Medium,Short,American Bobtail,7102,3.84
43277645,Cat,Baby,Female,Medium,Short,American Bobtail,10764,3.36
43258691,Cat,Baby,Male,Small,Short,American Bobtail,2876,5.0
43258669,Cat,Baby,Female,Small,Short,American Bobtail,11228,4.07
43237488,Cat,Adult,Female,Medium,Medium,American Bobtail,9210,4.07
43203677,Cat,Adult,Female,Medium,Medium,American Bobtail,9538,2.65
43199410,Cat,Young,Male,Medium,Short,American Bobtail,14482,4.32
43104550,Cat,Young,Male,Medium,Short,American Bobtail,9116,2.34
43041065,Cat,Baby,Male,Medium,Short,American Bobtail,3809,3.46
43041064,Cat,Baby,Male,Medium,Short,American Bobtail,13667,4.65
43029697,Cat,Adult,Female,Medium,Short,American Bobtail,14502,3.39
43027095,Cat,Young,Male,Medium,Short,American Bobtail,1072,4.55
42974126,Cat,Baby,Female,Medium,Short,American Bobtail,5851,3.87
42965386,Cat,Young,Male,Medium,Short,American Bobtail,10255,3.42
42929187,Cat,Baby,Male,Medium,Short,American Bobtail,9469,3.22
42915710,Cat,Young,Male,Medium,Short,American Bobtail,7126,2.52
42914191,Cat,Baby,Male,Medium,Short,American Bobtail,7140,2.87
42903823,Cat,Young,Female,Medium,Short,American Bobtail,14484,2.25
42840702,Cat,Young,Male,Medium,Short,American Bobtail,7611,3.54
42832052,Cat,Adult,Female,Small,Short,American Bobtail,296,3.02
42832037,Cat,Adult,Female,Small,Short,American Bobtail,8780,2.22
42831994,Cat,Adult,Female,Small,Short,American Bobtail,6592,3.32
42812831,Cat,Adult,Female,Small,Short,American Bobtail,10729,3.57
42808040,Cat,Baby,Female,Medium,Short,American Bobtail,10758,2.29
42789280,Cat,Young,Male,Medium,Short,American Bobtail,3140,4.69
42781654,Cat,Baby,Male,Medium,Short,American Bobtail,11281,4.86
42680326,Cat,Baby,Male,Medium,Short,American Bobtail,8595,4.0
42680323,Cat,Baby,Female,Medium,Short,American Bobtail,3121,3.08
42652960,Cat,Young,Male,Medium,Short,American Bobtail,10840,2.52
42578821,Cat,Baby,Male,Medium,Short,American Bobtail,814,4.13
42551262,Cat,Baby,Male,Medium,Short,American Bobtail,12459,4.7
42549784,Cat,Baby,Male,Small,Short,American Bobtail,11498,3.39
42540533,Cat,Young,Male,Small,Medium,American Bobtail,3622,4.98
42474554,Cat,Baby,Female,Medium,Medium,American Bobtail,773,3.61
42421890,Cat,Adult,Male,Medium,Short,American Bobtail,11059,4.84
42406524,Cat,Adult,Male,Large,Long,American Bobtail,5697,2.47
42363207,Cat,Adult,Female,Medium,Short,American Bobtail,1711,2.71
42353869,Cat,Adult,Female,Medium,Long,American Bobtail,10,3.14
42145189,Cat,Adult,Male,Large,Short,American Bobtail,5748,1.92
42071715,Cat,Baby,Male,Medium,Short,American Bobtail,4668,4.01
42071630,Cat,Baby,Female,Medium,Short,American Bobtail,10247,3.29
42067572,Cat,Young,Female,Medium,Short,American Bobtail,13353,2.86
42066827,Cat,Adult,Male,Small,Short,American Bobtail,11855,4.77
42033026,Cat,Baby,Male,Medium,Short,American Bobtail,458,2.41
42015430,Cat,Adult,Male,Large,Short,American Bobtail,5757,3.97
42007303,Cat,Baby,Female,Medium,Short,American Bobtail,9931,2.75
41856614,Cat,Adult,Male,Large,Medium,American Bobtail,6032,5.0
41808253,Cat,Young,Female,Small,Short,American Bobtail,7175,2.68
41798427,Cat,Senior,Male,Medium,Short,American Bobtail,6091,3.22
41758917,Cat,Adult,Male,Medium,Short,American Bobtail,4118,3.16
41545940,Cat,Senior,Female,Medium,Short,American Bobtail,7479,4.17
41536478,Cat,Baby,Female,Medium,Long,American Bobtail,9736,2.96
41515316,Cat,Baby,Female,Small,Short,American Bobtail,11190,3.46
41515311,Cat,Baby,Female,Small,Short,American Bobtail,8499,3.07
