cat_id,type,age,gender,size,coat,breed,user_id,rating
46745825,Cat,Baby,Male,Small,Short,Domestic Short Hair,11461,3.35
46740206,Cat,Young,Female,Small,Short,Domestic Short Hair,14744,3.09
46734516,Cat,Young,Male,Small,Short,Domestic Short Hair,14555,3.42
46745462,Cat,Baby,Male,Small,Short,Domestic Short Hair,608,2.51
46745594,Cat,Young,Female,Medium,Short,Domestic Short Hair,3366,3.76
46744523,Cat,Senior,Male,Medium,Short,Domestic Short Hair,4959,3.27
46738295,Cat,Baby,Male,Medium,Short,Domestic Short Hair,61,2.99
46744442,Cat,Adult,Female,Small,Short,Domestic Short Hair,8740,4.6
46739709,Cat,Baby,Male,Small,Short,Domestic Short Hair,11542,3.58
46733258,Cat,Baby,Male,Small,Short,Domestic Short Hair,4789,2.76
46728554,Cat,Adult,Female,Medium,Short,Domestic Short Hair,8396,4.82
46728745,Cat,Baby,Male,Medium,Short,Domestic Short Hair,11815,3.86
46741528,Cat,Baby,Male,Small,Short,Domestic Short Hair,11957,3.5
46731386,Cat,Adult,Female,Medium,Short,Domestic Short Hair,4697,5.0
46737581,Cat,Young,Female,Large,Short,Domestic Short Hair,12717,2.61
46729350,Cat,Baby,Male,Small,Short,Domestic Short Hair,14831,1.94
46737496,Cat,Young,Female,Medium,Short,Domestic Short Hair,1641,5.0
46739204,Cat,Senior,Female,Large,Short,Domestic Short Hair,8903,2.68
46750723,Cat,Young,Male,Small,Short,Domestic Short Hair,4898,3.98
46745611,Cat,Adult,Female,Small,Short,Domestic Short Hair,14854,4.46
46743507,Cat,Young,Female,Medium,Short,Domestic Short Hair,12405,3.15
46722893,Cat,Baby,Male,Medium,Short,Domestic Short Hair,7262,3.88
46740152,Cat,Adult,Female,Medium,Short,Domestic Short Hair,10156,2.65
46721615,Cat,Young,Male,Small,Short,Domestic Short Hair,13502,5.0
46732119,Cat,Adult,Male,Small,Short,Domestic Short Hair,1543,3.37
46733213,Cat,Baby,Female,Small,Short,Domestic Short Hair,6707,3.48
46737364,Cat,Baby,Male,Small,Short,Domestic Short Hair,341,4.94
46721210,Cat,Baby,Male,Small,Short,Domestic Short Hair,11686,4.5
46721508,Cat,Baby,Male,Medium,Short,Domestic Short Hair,4405,2.83
46728216,Cat,Young,Male,Small,Short,Domestic Short Hair,5679,2.73
46737478,Cat,Baby,Male,Small,Short,Domestic Short Hair,13594,4.05
46733256,Cat,Baby,Female,Small,Short,Domestic Short Hair,10255,4.43
46723735,Cat,Baby,Male,Medium,Short,Domestic Short Hair,12654,3.32
46733100,Cat,Young,Male,Small,Short,Domestic Short Hair,4104,5.0
46726879,Cat,Baby,Female,Medium,Short,Domestic Short Hair,10771,2.39
46734247,Cat,Baby,Female,Medium,Short,Domestic Short Hair,13237,2.55
46741936,Cat,Adult,Male,Small,Short,Domestic Short Hair,7309,3.98
46743854,Cat,Young,Male,Large,Short,Domestic Short Hair,3260,1.89
46728845,Cat,Adult,Female,Small,Short,Domestic Short Hair,13626,2.59
46748124,Cat,Adult,Female,Medium,Short,Domestic Short Hair,11488,4.3
46722701,Cat,Baby,Male,Small,Short,Domestic Short Hair,1526,2.88
46724539,Cat,Adult,Female,Large,Short,Domestic Short Hair,8552,3.52
46742696,Cat,Baby,Male,Medium,Short,Domestic Short Hair,8612,3.31
46747743,Cat,Young,Female,Small,Short,Domestic Short Hair,9950,4.73
46723342,Cat,Baby,Male,Small,Short,Domestic Short Hair,4908,3.12
46735908,Cat,Baby,Male,Medium,Short,Domestic Short Hair,3808,3.43
46743056,Cat,Adult,Female,Medium,Short,Domestic Short Hair,11111,4.24
46738774,Cat,Baby,Female,Medium,Short,Domestic Short Hair,13778,4.29
46724971,Cat,Adult,Male,Medium,Short,Domestic Short Hair,5087,2.03
46749479,Cat,Young,Female,Small,Short,Domestic Short Hair,3263,3.89
46733254,Cat,Baby,Female,Small,Short,Domestic Short Hair,9072,3.01
46723208,Cat,Baby,Male,Small,Short,Domestic Short Hair,12070,2.79
46744526,Cat,Baby,Male,Medium,Short,Domestic Short Hair,14652,3.63
46750606,Cat,Baby,Female,Small,Short,Domestic Short Hair,2962,4.12
46743978,Cat,Young,Female,Medium,Short,Domestic Short Hair,4939,1.5
46733773,Cat,Young,Male,Medium,Short,Domestic Short Hair,14886,1.13
46726771,Cat,Adult,Female,Medium,Short,Domestic Short Hair,13092,4.39
46734346,Cat,Adult,Female,Medium,Short,Domestic Short Hair,14895,3.51
46745465,Cat,Baby,Female,Medium,Short,Domestic Short Hair,8911,3.18
46750829,Cat,Baby,Female,Large,Short,Domestic Short Hair,11927,2.23
46721686,Cat,Adult,Female,Medium,Short,Domestic Short Hair,428,1.97
46743201,Cat,Baby,Male,Small,Short,Domestic Short Hair,3976,3.25
46729376,Cat,Baby,Male,Small,Short,Domestic Short Hair,3198,3.17
46730781,Cat,Baby,Male,Small,Short,Domestic Short Hair,8190,3.81
46740123,Cat,Baby,Female,Small,Short,Domestic Short Hair,11714,4.33
46750845,Cat,Adult,Female,Medium,Short,Domestic Short Hair,445,3.32
46750468,Cat,Baby,Female,Small,Short,Domestic Short Hair,14764,3.3
46748030,Cat,Adult,Female,Small,Short,Domestic Short Hair,13365,5.0
46740348,Cat,Baby,Male,Small,Short,Domestic Short Hair,10120,3.88
46744396,Cat,Senior,Female,Medium,Short,Domestic Short Hair,11205,4.17
46736499,Cat,Senior,Female,Small,Short,Domestic Short Hair,8041,3.37
46735241,Cat,Baby,Male,Small,Short,Domestic Short Hair,8358,4.27
46739734,Cat,Baby,Male,Small,Short,Domestic Short Hair,10465,3.98
46734157,Cat,Young,Male,Medium,Short,Domestic Short Hair,111,4.01
46743627,Cat,Baby,Female,Medium,Short,Domestic Short Hair,8646,4.11
46744307,Cat,Young,Female,Small,Short,Domestic Short Hair,1920,3.74
46725329,Cat,Baby,Female,Medium,Short,Domestic Short Hair,4317,3.4
46737453,Cat,Adult,Female,Medium,Short,Domestic Short Hair,3872,2.69
46750081,Cat,Young,Male,Medium,Short,Domestic Short Hair,9734,4.15
46745971,Cat,Adult,Male,Medium,Short,Domestic Short Hair,7227,2.31
46735952,Cat,Baby,Female,Medium,Short,Domestic Short Hair,8369,2.44
46731397,Cat,Adult,Male,Small,Short,Domestic Short Hair,4623,2.36
46735126,Cat,Baby,Female,Medium,Short,Domestic Short Hair,6497,4.79
46732995,Cat,Baby,Female,Small,Short,Domestic Short Hair,9301,3.33
46724972,Cat,Adult,Female,Medium,Short,Domestic Short Hair,1465,1.46
46734804,Cat,Young,Male,Medium,Short,Domestic Short Hair,14260,3.24
46746152,Cat,Baby,Male,Small,Short,Domestic Short Hair,12568,3.45
46750047,Cat,Baby,Male,Small,Short,Domestic Short Hair,14296,4.85
46750527,Cat,Adult,Female,Medium,Short,Domestic Short Hair,953,2.9
46737109,Cat,Young,Female,Medium,Short,Domestic Short Hair,3938,1.39
46737505,Cat,Young,Female,Small,Short,Domestic Short Hair,675,3.21
46746524,Cat,Baby,Male,Small,Short,Domestic Short Hair,13769,2.53
46725957,Cat,Baby,Female,Medium,Short,Domestic Short Hair,5670,4.16
46728369,Cat,Young,Male,Small,Short,Domestic Short Hair,728,2.57
46747530,Cat,Adult,Female,Medium,Short,Domestic Short Hair,4024,4.43
46741179,Cat,Young,Male,Medium,Short,Domestic Short Hair,12278,3.51
46749464,Cat,Young,Female,Small,Short,Domestic Short Hair,5279,4.26
46725559,Cat,Young,Male,Small,Short,Domestic Short Hair,14527,3.5
46727859,Cat,Baby,Male,Medium,Short,Domestic Short Hair,3217,2.41
46743634,Cat,Adult,Female,Small,Short,Domestic Short Hair,13335,3.17
46744217,Cat,Adult,Male,Large,Short,Domestic Short Hair,10979,2.72
46736580,Cat,Adult,Male,Medium,Short,Domestic Short Hair,7315,3.75
46745630,Cat,Young,Female,Small,Short,Domestic Short Hair,13269,3.33
46726314,Cat,Adult,Male,Medium,Short,Domestic Short Hair,4596,2.87
46724583,Cat,Baby,Female,Medium,Short,Domestic Short Hair,6246,1.98
46739451,Cat,Baby,Male,Small,Short,Domestic Short Hair,2064,3.38
46733047,Cat,Baby,Female,Small,Short,Domestic Short Hair,13484,3.45
46750744,Cat,Young,Male,Medium,Short,Domestic Short Hair,1384,4.72
46734398,Cat,Adult,Female,Medium,Short,Domestic Short Hair,7721,5.0
46741493,Cat,Adult,Male,Small,Short,Domestic Short Hair,7580,2.7
46744549,Cat,Young,Male,Medium,Short,Domestic Short Hair,9605,3.23
46744341,Cat,Young,Female,Medium,Short,Domestic Short Hair,9716,4.18
46723710,Cat,Baby,Male,Large,Short,Domestic Short Hair,258,2.74
46748519,Cat,Baby,Male,Medium,Short,Domestic Short Hair,913,1.79
46747130,Cat,Baby,Female,Medium,Short,Domestic Short Hair,11607,4.04
46749898,Cat,Baby,Male,Small,Short,Domestic Short Hair,6448,4.18
46725069,Cat,Adult,Female,Medium,Short,Domestic Short Hair,13872,4.03
46735314,Cat,Young,Female,Medium,Short,Domestic Short Hair,7754,4.25
46745290,Cat,Baby,Female,Medium,Short,Domestic Short Hair,14455,2.59
46742286,Cat,Adult,Male,Medium,Short,Domestic Short Hair,2452,2.41
46739799,Cat,Baby,Male,Small,Short,Domestic Short Hair,9431,4.27
46733770,Cat,Baby,Male,Medium,Short,Domestic Short Hair,3007,3.4
46735179,Cat,Adult,Female,Small,Short,Domestic Short Hair,1684,4.26
46728875,Cat,Young,Male,Medium,Short,Domestic Short Hair,12846,4.25
46726978,Cat,Baby,Female,Small,Short,Domestic Short Hair,2459,3.63
46745608,Cat,Baby,Male,Small,Short,Domestic Short Hair,3543,3.71
46736145,Cat,Senior,Male,Medium,Short,Domestic Short Hair,1416,3.05
46746991,Cat,Baby,Female,Small,Short,Domestic Short Hair,5036,3.62
46724302,Cat,Young,Female,Small,Short,Domestic Short Hair,11507,4.52
46746642,Cat,Adult,Female,Small,Short,Domestic Short Hair,6083,3.22
46750097,Cat,Adult,Female,Small,Short,Domestic Short Hair,4891,2.95
46746064,Cat,Baby,Male,Small,Short,Domestic Short Hair,12975,2.13
46740215,Cat,Adult,Female,Small,Short,Domestic Short Hair,194,3.1
46734707,Cat,Baby,Female,Small,Short,Domestic Short Hair,13148,3.99
46739836,Cat,Young,Female,Small,Short,Domestic Short Hair,8542,3.57
46741320,Cat,Adult,Female,Medium,Short,Domestic Short Hair,4713,3.67
46729688,Cat,Baby,Female,Small,Short,Domestic Short Hair,10735,5.0
46730078,Cat,Young,Male,Medium,Short,Domestic Short Hair,8801,4.16
46725807,Cat,Young,Male,Medium,Short,Domestic Short Hair,1839,3.04
46731165,Cat,Young,Female,Small,Short,Domestic Short Hair,11207,4.33
46747875,Cat,Young,Female,Medium,Short,Domestic Short Hair,2492,2.52
46750711,Cat,Young,Female,Medium,Short,Domestic Short Hair,14568,4.51
46749510,Cat,Adult,Male,Medium,Short,Domestic Short Hair,10514,5.0
46748223,Cat,Baby,Male,Medium,Short,Domestic Short Hair,7832,4.58
46729334,Cat,Baby,Female,Small,Short,Domestic Short Hair,11148,2.59
46749204,Cat,Young,Male,Medium,Short,Domestic Short Hair,1862,2.81
46736395,Cat,Adult,Female,Medium,Short,Domestic Short Hair,4474,5.0
46735076,Cat,Adult,Female,Medium,Short,Domestic Short Hair,8344,3.43
46728774,Cat,Baby,Male,Medium,Short,Domestic Short Hair,14881,1.41
46740634,Cat,Young,Male,Large,Short,Domestic Short Hair,12171,1.09
46749954,Cat,Young,Female,Small,Short,Domestic Short Hair,1306,3.72
46749699,Cat,Young,Female,Medium,Short,Domestic Short Hair,10098,2.78
46733216,Cat,Baby,Female,Small,Short,Domestic Short Hair,1932,3.8
46739716,Cat,Baby,Male,Small,Short,Domestic Short Hair,4207,3.48
46741958,Cat,Adult,Male,Small,Short,Domestic Short Hair,12167,1.85
46743991,Cat,Baby,Female,Small,Short,Domestic Short Hair,9088,4.08
46742300,Cat,Adult,Female,Medium,Short,Domestic Short Hair,13930,1.26
46740340,Cat,Adult,Female,Medium,Short,Domestic Short Hair,8005,3.12
46737788,Cat,Baby,Female,Medium,Short,Domestic Short Hair,7657,3.66
46732992,Cat,Baby,Male,Small,Short,Domestic Short Hair,10126,3.67
46750833,Cat,Adult,Female,Large,Short,Domestic Short Hair,2205,3.77
46724423,Cat,Adult,Male,Medium,Short,Domestic Short Hair,7512,3.95
46733087,Cat,Baby,Female,Small,Short,Domestic Short Hair,8833,2.18
46747919,Cat,Baby,Male,Medium,Short,Domestic Short Hair,10213,3.87
46741789,Cat,Baby,Male,Small,Short,Domestic Short Hair,9687,1.75
46724679,Cat,Baby,Male,Small,Short,Domestic Short Hair,11883,4.86
46727781,Cat,Young,Female,Medium,Short,Domestic Short Hair,4161,5.0
46730775,Cat,Young,Male,Medium,Short,Domestic Short Hair,13661,4.63
46725445,Cat,Baby,Female,Medium,Short,Domestic Short Hair,5630,1.48
46748544,Cat,Baby,Male,Small,Short,Domestic Short Hair,54,4.08
46733227,Cat,Baby,Male,Small,Short,Domestic Short Hair,6673,4.22
46747704,Cat,Young,Female,Small,Short,Domestic Short Hair,1232,3.21
46736144,Cat,Baby,Female,Medium,Short,Domestic Short Hair,1694,3.48
46741498,Cat,Young,Female,Small,Short,Domestic Short Hair,412,1.37
46740437,Cat,Adult,Female,Medium,Short,Domestic Short Hair,7600,4.97
46725591,Cat,Adult,Male,Large,Short,Domestic Short Hair,5764,4.25
46741536,Cat,Adult,Female,Small,Short,Domestic Short Hair,4214,2.75
46738773,Cat,Young,Male,Medium,Short,Domestic Short Hair,14744,3.71
46746179,Cat,Baby,Male,Small,Short,Domestic Short Hair,13450,4.36
46735901,Cat,Young,Female,Medium,Short,Domestic Short Hair,6130,3.49
46739640,Cat,Baby,Male,Small,Short,Domestic Short Hair,12881,5.0
46744337,Cat,Young,Female,Small,Short,Domestic Short Hair,12561,3.78
46741694,Cat,Adult,Female,Small,Short,Domestic Short Hair,5973,3.73
46741766,Cat,Baby,Female,Medium,Short,Domestic Short Hair,10712,2.46
46729239,Cat,Baby,Male,Small,Short,Domestic Short Hair,4766,2.03
46749999,Cat,Baby,Female,Small,Short,Domestic Short Hair,8199,3.28
46740507,Cat,Baby,Male,Small,Short,Domestic Short Hair,1631,2.66
46737346,Cat,Young,Male,Medium,Short,Domestic Short Hair,5782,2.89
46732180,Cat,Young,Female,Medium,Short,Domestic Short Hair,3964,2.91
46726988,Cat,Young,Female,Medium,Short,Domestic Short Hair,9906,3.48
46730158,Cat,Baby,Female,Medium,Short,Domestic Short Hair,6082,3.96
46746858,Cat,Young,Male,Medium,Short,Domestic Short Hair,8312,2.19
46745960,Cat,Adult,Male,Large,Short,Domestic Short Hair,1141,4.85
46747255,Cat,Adult,Male,Medium,Short,Domestic Short Hair,8684,3.63
46724734,Cat,Young,Male,Medium,Short,Domestic Short Hair,8359,2.18
46741317,Cat,Young,Male,Medium,Short,Domestic Short Hair,14317,4.33
46743128,Cat,Young,Female,Small,Short,Domestic Short Hair,14119,2.35
46746779,Cat,Young,Female,Medium,Medium,Domestic Short Hair,9351,4.6
46731343,Cat,Baby,Male,Small,Short,Domestic Short Hair,6490,3.23
46729207,Cat,Young,Female,Large,Short,Domestic Short Hair,2449,2.0
46721654,Cat,Baby,Female,Small,Short,Domestic Short Hair,12434,3.82
46730251,Cat,Baby,Female,Small,Short,Domestic Short Hair,3071,4.73
46742748,Cat,Baby,Male,Small,Short,Domestic Short Hair,390,4.2
46750572,Cat,Young,Male,Large,Short,Domestic Short Hair,9283,4.87
46730875,Cat,Baby,Female,Small,Short,Domestic Short Hair,12826,1.76
46740443,Cat,Baby,Male,Small,Short,Domestic Short Hair,11414,2.45
46743951,Cat,Young,Male,Small,Short,Domestic Short Hair,8465,3.63
46748079,Cat,Adult,Male,Medium,Short,Domestic Short Hair,13232,4.28
46727062,Cat,Young,Female,Large,Short,Domestic Short Hair,8309,4.57
46740356,Cat,Baby,Female,Medium,Short,Domestic Short Hair,4132,3.48
46750815,Cat,Young,Female,Medium,Short,Domestic Short Hair,12518,3.52
46735487,Cat,Baby,Female,Medium,Short,Domestic Short Hair,7332,3.21
46729312,Cat,Baby,Female,Small,Short,Domestic Short Hair,9294,3.88
46734680,Cat,Senior,Female,Medium,Short,Domestic Short Hair,3083,4.93
46734593,Cat,Young,Female,Small,Short,Domestic Short Hair,1946,5.0
46734235,Cat,Baby,Male,Small,Short,Domestic Short Hair,827,1.0
46729210,Cat,Young,Male,Large,Short,Domestic Short Hair,12369,4.39
46749475,Cat,Young,Female,Medium,Short,Domestic Short Hair,3160,3.62
46748230,Cat,Baby,Male,Medium,Short,Domestic Short Hair,10289,1.51
46722412,Cat,Young,Female,Medium,Short,Domestic Short Hair,4871,4.42
46732608,Cat,Young,Female,Small,Short,Domestic Short Hair,11344,3.39
46728615,Cat,Adult,Female,Medium,Short,Domestic Short Hair,11966,2.79
46730184,Cat,Young,Male,Medium,Short,Domestic Short Hair,6317,3.36
46741906,Cat,Adult,Male,Extra Large,Short,Domestic Short Hair,6233,2.28
46743552,Cat,Young,Male,Small,Short,Domestic Short Hair,14765,3.57
46739658,Cat,Baby,Male,Medium,Short,Domestic Short Hair,551,2.56
46749472,Cat,Baby,Female,Small,Short,Domestic Short Hair,589,3.27
46745096,Cat,Adult,Female,Medium,Short,Domestic Short Hair,7842,4.8
46737404,Cat,Young,Male,Small,Short,Domestic Short Hair,1649,4.92
46721287,Cat,Young,Male,Small,Short,Domestic Short Hair,9097,2.98
46724367,Cat,Adult,Female,Medium,Short,Domestic Short Hair,12271,3.11
46743281,Cat,Baby,Male,Medium,Short,Domestic Short Hair,14423,3.42
46743722,Cat,Baby,Female,Medium,Short,Domestic Short Hair,1264,1.54
46744220,Cat,Baby,Female,Small,Short,Domestic Short Hair,544,5.0
46741840,Cat,Adult,Female,Large,Short,Domestic Short Hair,1679,2.33
46744182,Cat,Baby,Male,Small,Short,Domestic Short Hair,3314,2.55
46750516,Cat,Baby,Male,Small,Short,Domestic Short Hair,8325,2.79
46735077,Cat,Adult,Male,Medium,Short,Domestic Short Hair,10983,4.8
46728570,Cat,Adult,Male,Medium,Short,Domestic Short Hair,6490,3.34
46740746,Cat,Baby,Female,Small,Short,Domestic Short Hair,6776,3.12
46741012,Cat,Adult,Male,Small,Short,Domestic Short Hair,13875,4.62
46736581,Cat,Adult,Female,Small,Short,Domestic Short Hair,6177,2.23
46750443,Cat,Baby,Male,Small,Short,Domestic Short Hair,1489,4.29
46731889,Cat,Baby,Male,Medium,Short,Domestic Short Hair,840,2.64
46747304,Cat,Baby,Male,Medium,Short,Domestic Short Hair,466,2.35
46750300,Cat,Baby,Female,Small,Short,Domestic Short Hair,14209,2.15
46743337,Cat,Adult,Female,Medium,Short,Domestic Short Hair,5272,3.91
46727487,Cat,Young,Male,Medium,Short,Domestic Short Hair,6671,4.02
46735033,Cat,Baby,Male,Small,Short,Domestic Short Hair,4740,3.92
46728178,Cat,Young,Female,Small,Short,Domestic Short Hair,8961,2.24
46722970,Cat,Baby,Female,Small,Short,Domestic Short Hair,5461,3.45
46736152,Cat,Baby,Male,Small,Short,Domestic Short Hair,14968,2.6
46739674,Cat,Young,Male,Large,Short,Domestic Short Hair,14232,3.23
46749864,Cat,Adult,Male,Small,Short,Domestic Short Hair,976,2.44
46744378,Cat,Baby,Female,Small,Short,Domestic Short Hair,7643,3.64
46728451,Cat,Baby,Female,Small,Short,Domestic Short Hair,1033,3.78
46733769,Cat,Adult,Female,Medium,Short,Domestic Short Hair,9712,4.64
46728224,Cat,Adult,Male,Medium,Short,Domestic Short Hair,13824,3.7
46746071,Cat,Adult,Male,Medium,Short,Domestic Short Hair,5710,4.34
46738452,Cat,Young,Female,Medium,Short,Domestic Short Hair,14068,2.64
46737298,Cat,Adult,Male,Medium,Short,Domestic Short Hair,3659,3.73
46748070,Cat,Adult,Female,Medium,Short,Domestic Short Hair,4108,3.99
46728842,Cat,Baby,Male,Small,Short,Domestic Short Hair,1165,3.21
46745008,Cat,Adult,Male,Small,Short,Domestic Short Hair,12758,3.93
46743881,Cat,Baby,Male,Medium,Short,Domestic Short Hair,4870,4.3
46744917,Cat,Baby,Male,Small,Short,Domestic Short Hair,8326,2.66
46731886,Cat,Baby,Male,Medium,Short,Domestic Short Hair,10501,2.26
46741289,Cat,Baby,Female,Small,Short,Domestic Short Hair,3941,2.82
46724824,Cat,Young,Male,Medium,Short,Domestic Short Hair,6965,2.55
46749465,Cat,Young,Female,Small,Short,Domestic Short Hair,7512,3.48
46750098,Cat,Baby,Female,Small,Short,Domestic Short Hair,7794,2.59
46737894,Cat,Baby,Female,Medium,Short,Domestic Short Hair,4843,4.7
46725741,Cat,Young,Male,Medium,Short,Domestic Short Hair,1596,3.5
46747488,Cat,Baby,Male,Small,Short,Domestic Short Hair,6928,4.69
46750677,Cat,Baby,Male,Medium,Short,Domestic Short Hair,14939,4.17
46734760,Cat,Adult,Male,Medium,Short,Domestic Short Hair,5081,4.48
46740458,Cat,Adult,Male,Small,Short,Domestic Short Hair,6236,3.37
46750599,Cat,Young,Female,Medium,Short,Domestic Short Hair,8444,2.13
46736175,Cat,Young,Male,Small,Short,Domestic Short Hair,3918,3.57
46727520,Cat,Adult,Male,Small,Short,Domestic Short Hair,1585,2.91
46733653,Cat,Adult,Female,Medium,Short,Domestic Short Hair,14183,3.28
46733539,Cat,Young,Male,Medium,Short,Domestic Short Hair,1641,2.84
46731050,Cat,Young,Male,Small,Short,Domestic Short Hair,14181,2.56
46737868,Cat,Baby,Female,Small,Short,Domestic Short Hair,8674,4.06
46745620,Cat,Adult,Female,Small,Short,Domestic Short Hair,13433,1.08
46739195,Cat,Baby,Female,Small,Short,Domestic Short Hair,8064,2.61
46748553,Cat,Baby,Male,Small,Short,Domestic Short Hair,3050,4.57
46744103,Cat,Baby,Female,Small,Short,Domestic Short Hair,13825,3.94
46724588,Cat,Baby,Female,Small,Short,Domestic Short Hair,9554,2.14
46750283,Cat,Young,Female,Medium,Short,Domestic Short Hair,10369,3.72
46741903,Cat,Young,Female,Small,Short,Domestic Short Hair,2837,3.45
46721793,Cat,Baby,Male,Medium,Short,Domestic Short Hair,1065,4.01
46721238,Cat,Baby,Female,Small,Short,Domestic Short Hair,13943,2.42
46750669,Cat,Baby,Female,Small,Short,Domestic Short Hair,8942,4.51
46742634,Cat,Baby,Female,Medium,Short,Domestic Short Hair,8097,4.28
46749931,Cat,Young,Female,Medium,Short,Domestic Short Hair,14088,3.3
46741541,Cat,Baby,Male,Small,Short,Domestic Short Hair,13813,2.64
46750802,Cat,Adult,Female,Large,Short,Domestic Short Hair,13711,2.54
46740949,Cat,Young,Female,Small,Short,Domestic Short Hair,13212,2.17
46746012,Cat,Baby,Male,Medium,Short,Domestic Short Hair,9005,2.78
46749953,Cat,Young,Male,Medium,Short,Domestic Short Hair,11213,2.98
46737413,Cat,Young,Female,Medium,Short,Domestic Short Hair,10372,5.0
46728095,Cat,Young,Male,Medium,Short,Domestic Short Hair,8561,4.17
46741232,Cat,Baby,Female,Small,Short,Domestic Short Hair,3512,5.0
46733939,Cat,Baby,Female,Small,Short,Domestic Short Hair,8039,3.26
46739772,Cat,Baby,Male,Small,Short,Domestic Short Hair,12385,3.2
46749405,Cat,Adult,Male,Medium,Medium,Domestic Short Hair,6515,3.51
46731395,Cat,Adult,Male,Small,Short,Domestic Short Hair,10715,1.78
46727949,Cat,Adult,Male,Small,Short,Domestic Short Hair,6952,3.85
46747547,Cat,Adult,Female,Large,Short,Domestic Short Hair,2264,4.74
46721922,Cat,Adult,Female,Medium,Short,Domestic Short Hair,7679,4.59
46721636,Cat,Baby,Female,Small,Short,Domestic Short Hair,734,3.99
46740741,Cat,Young,Male,Small,Short,Domestic Short Hair,260,3.06
46735232,Cat,Baby,Male,Small,Short,Domestic Short Hair,2853,3.15
46724198,Cat,Adult,Male,Small,Short,Domestic Short Hair,2918,2.93
46725351,Cat,Baby,Male,Small,Short,Domestic Short Hair,7611,2.67
46727932,Cat,Adult,Female,Large,Short,Domestic Short Hair,2219,1.44
46750707,Cat,Adult,Female,Medium,Short,Domestic Short Hair,14828,2.73
46748951,Cat,Adult,Male,Large,Short,Domestic Short Hair,3999,3.94
46742831,Cat,Adult,Male,Small,Short,Domestic Short Hair,369,3.43
46748877,Cat,Young,Female,Medium,Short,Domestic Short Hair,3463,3.23
46722023,Cat,Young,Female,Small,Short,Domestic Short Hair,5373,3.56
46728019,Cat,Baby,Female,Medium,Short,Domestic Short Hair,1853,3.42
46737585,Cat,Young,Female,Small,Short,Domestic Short Hair,13364,3.96
46739604,Cat,Young,Male,Medium,Short,Domestic Short Hair,5903,4.92
46729767,Cat,Baby,Male,Medium,Short,Domestic Short Hair,1043,1.65
46746140,Cat,Adult,Female,Medium,Short,Domestic Short Hair,7487,1.6
46736649,Cat,Baby,Male,Medium,Short,Domestic Short Hair,4662,3.58
46747662,Cat,Young,Male,Medium,Short,Domestic Short Hair,3629,4.42
46736205,Cat,Adult,Male,Large,Short,Domestic Short Hair,6571,5.0
46733783,Cat,Baby,Male,Medium,Short,Domestic Short Hair,11055,3.14
46743405,Cat,Baby,Female,Medium,Short,Domestic Short Hair,12520,4.14
46723695,Cat,Baby,Female,Small,Short,Domestic Short Hair,802,3.99
46749749,Cat,Adult,Male,Medium,Short,Domestic Short Hair,12079,2.81
46725353,Cat,Adult,Male,Large,Short,Domestic Short Hair,12428,4.18
46721431,Cat,Young,Female,Medium,Short,Domestic Short Hair,8525,2.35
